CONFORMED-NAME	SIC	CIK	YEAR
QUIPP INC-06	3559	796577	2006
PARAGON TECHNOLOGIES INC-06	3530	90045	2006
CHICAGO RIVET & MACHINE CO-06	3540	19871	2006
P&F INDUSTRIES INC-06	3540	75340	2006
WJ COMMUNICATIONS INC-06	3559	105006	2006
PHOTONICS CORP-06	3576	912844	2006
I/OMAGIC CORP-06	3572	1083663	2006
FEDDERS CORP /DE-06	3585	744106	2006
CONTINENTAL CONVEYOR & EQUIPMENT CO-06	3537	24008	2006
MESTEK INC-06	3585	65195	2006
DIGITAL LIFESTYLES GROUP INC-06	3571	942650	2006
STEWART & STEVENSON SERVICES INC-06	3510	94328	2006
ASTRO MED INC /NEW/-06	3577	8146	2006
CASCADE CORP-06	3537	18061	2006
POWERCOLD CORP-06	3585	827055	2006
BANCTEC INC-06	3577	318378	2006
BOUNDLESS CORP-06	3575	837472	2006
RBS GLOBAL INC-06	3560	1213336	2006
AVISTAR COMMUNICATIONS CORP-06	3576	1111632	2006
MATTSON TECHNOLOGY INC-06	3559	928421	2006
MFRI INC-06	3564	914122	2006
TEREX CORP-06	3537	97216	2006
DECTRON INTERNATIONALE INC-06	3585	1066042	2006
DAUPHIN TECHNOLOGY INC-06	3570	832489	2006
COLUMBUS MCKINNON CORP-06	3531	1005229	2006
QUANTUM CORP /DE/-06	3572	709283	2006
NETWORK EQUIPMENT TECHNOLOGIES INC-06	3576	752431	2006
BLACK BOX CORP-06	3576	849547	2006
CAPSTONE TURBINE CORP-06	3510	1009759	2006
RBC Bearings INC-06	3562	1324948	2006
DIGITAL LIFESTYLES GROUP INC-06	3571	942650	2006
INFOCUS CORP-06	3577	845434	2006
CPAC INC-06	3559	351717	2006
MTS MEDICATION TECHNOLOGIES, INC /DE/-06	3560	823560	2006
DATARAM CORP-06	3572	27093	2006
GERBER SCIENTIFIC INC-06	3559	41133	2006
3COM CORP-06	3576	738076	2006
ELECTROGLAS INC-06	3559	902281	2006
KENNAMETAL INC-06	3541	55242	2006
BRIGGS & STRATTON CORP-06	3510	14195	2006
CONCURRENT COMPUTER CORP/DE-06	3571	749038	2006
STANDEX INTERNATIONAL CORP/DE/-06	3580	310354	2006
TWIN DISC INC-06	3560	100378	2006
OVERLAND STORAGE INC-06	3572	889930	2006
TRIO TECH INTERNATIONAL-06	3559	732026	2006
PEERLESS MANUFACTURING CO-06	3569	76954	2006
JLG INDUSTRIES INC-06	3531	216275	2006
DONALDSON CO INC-06	3564	29644	2006
LINDSAY MANUFACTURING CO-06	3523	836157	2006
ROBBINS & MYERS INC-06	3561	84290	2006
RIVIERA TOOL CO-06	3540	1018349	2006
DIGI INTERNATIONAL INC-06	3576	854775	2006
SEMITOOL INC-06	3559	934550	2006
VeriFone Holdings, Inc.-06	3578	1312073	2006
DEERE & CO-06	3523	315189	2006
JOY GLOBAL INC-06	3532	801898	2006
AMTECH SYSTEMS INC-06	3559	720500	2006
HEWLETT PACKARD CO-06	3570	47217	2006
HAUPPAUGE DIGITAL INC-06	3577	930803	2006
APPLE COMPUTER INC-06	3571	320193	2006
GLOBAL PAYMENT TECHNOLOGIES INC-07	3578	933020	2007
STEELCLOUD INC-07	3571	1058027	2007
MEGADATA CORP-07	3576	225628	2007
BLACK & DECKER CORP-07	3540	12355	2007
GRACO INC-07	3561	42888	2007
BAKER HUGHES INC-07	3533	808362	2007
INTERNATIONAL BUSINESS MACHINES CORP-07	3570	51143	2007
CUMMINS INC-07	3510	26172	2007
NATIONAL OILWELL VARCO INC-07	3533	1021860	2007
CURTISS WRIGHT CORP-07	3590	26324	2007
CYMER INC-07	3559	897067	2007
VEECO INSTRUMENTS INC-07	3559	103145	2007
TIMKEN CO-07	3562	98362	2007
SANDISK CORP-07	3572	1000180	2007
EATON CORP-07	3590	31277	2007
ZEBRA TECHNOLOGIES CORP/DE-07	3560	877212	2007
MANITOWOC CO INC-07	3531	61986	2007
SPX CORP-07	3540	88205	2007
HYDRIL CO-07	3533	1116030	2007
DIEBOLD INC-07	3578	28823	2007
IDEX CORP /DE/-07	3561	832101	2007
BUCYRUS INTERNATIONAL INC-07	3532	740761	2007
PITNEY BOWES INC /DE/-07	3579	78814	2007
MATTSON TECHNOLOGY INC-07	3559	928421	2007
GEHL CO-07	3523	856386	2007
TENNANT CO-07	3580	97134	2007
FLANDERS CORP-07	3564	799526	2007
ULTRATECH INC-07	3559	909791	2007
JUNIPER NETWORKS INC-07	3576	1043604	2007
GORMAN RUPP CO-07	3561	42682	2007
MILACRON INC-07	3559	716823	2007
ALAMO GROUP INC-07	3523	897077	2007
AAON INC-07	3585	824142	2007
STRATASYS INC-07	3577	915735	2007
OPTIMAL GROUP INC-07	3578	1015923	2007
AXCELIS TECHNOLOGIES INC-07	3559	1113232	2007
TRANSACT TECHNOLOGIES INC-07	3577	1017303	2007
ASTEC INDUSTRIES INC-07	3531	792987	2007
WAVE SYSTEMS CORP-07	3577	919013	2007
ECHELON CORP-07	3576	31347	2007
NEWPARK RESOURCES INC-07	3533	71829	2007
HARDINGE INC-07	3541	313716	2007
PAR TECHNOLOGY CORP-07	3578	708821	2007
RIMAGE CORP-07	3577	892482	2007
ACME PACKET INC-07	3576	1130258	2007
SOCKET COMMUNICATIONS INC-07	3571	944075	2007
CHICAGO RIVET & MACHINE CO-07	3540	19871	2007
AVISTAR COMMUNICATIONS CORP-07	3576	1111632	2007
OMNICELL INC /CA/-07	3571	926326	2007
WJ COMMUNICATIONS INC-07	3559	105006	2007
BLUE COAT SYSTEMS INC-07	3572	1095600	2007
FEDDERS CORP /DE-07	3585	744106	2007
FOCUS ENHANCEMENTS INC-07	3576	884719	2007
PARAGON TECHNOLOGIES INC-07	3530	90045	2007
GOODMAN CONVEYOR CO-07	3537	1039786	2007
P&F INDUSTRIES INC-07	3540	75340	2007
BANCTEC INC-07	3577	318378	2007
TECUMSEH PRODUCTS CO-07	3585	96831	2007
Small Cap Strategies Inc-07	3576	912844	2007
CASCADE CORP-07	3537	18061	2007
MFRI INC-07	3564	914122	2007
NETWORK EQUIPMENT TECHNOLOGIES INC-07	3576	752431	2007
COLUMBUS MCKINNON CORP-07	3531	1005229	2007
ADAPTEC INC-07	3576	709804	2007
RBC Bearings INC-07	3562	1324948	2007
CAPSTONE TURBINE CORP-07	3510	1009759	2007
XPLORE TECHNOLOGIES CORP-07	3570	1177845	2007
MTS MEDICATION TECHNOLOGIES, INC /DE/-07	3560	823560	2007
GERBER SCIENTIFIC INC-07	3559	41133	2007
I/OMAGIC CORP-07	3572	1083663	2007
BLUE COAT SYSTEMS INC-07	3572	1095600	2007
DATARAM CORP-07	3572	27093	2007
3COM CORP-07	3576	738076	2007
KENNAMETAL INC-07	3541	55242	2007
OVERLAND STORAGE INC-07	3572	889930	2007
SUN MICROSYSTEMS, INC.-07	3571	709519	2007
BRIGGS & STRATTON CORP-07	3510	14195	2007
STANDEX INTERNATIONAL CORP/DE/-07	3580	310354	2007
PEERLESS MANUFACTURING CO-07	3569	76954	2007
TWIN DISC INC-07	3560	100378	2007
TRIO TECH INTERNATIONAL-07	3559	732026	2007
TURBOCHEF TECHNOLOGIES INC-07	3580	916545	2007
DONALDSON CO INC-07	3564	29644	2007
OCCAM NETWORKS INC/DE-07	3576	1108185	2007
LINDSAY CORP-07	3523	836157	2007
ROBBINS & MYERS INC-07	3561	84290	2007
APPLE INC-07	3571	320193	2007
DIGI INTERNATIONAL INC-07	3576	854775	2007
AMTECH SYSTEMS INC-07	3559	720500	2007
Aviza Technology, Inc.-07	3559	1311396	2007
SEMITOOL INC-07	3559	934550	2007
HEWLETT PACKARD CO-07	3570	47217	2007
JOY GLOBAL INC-07	3532	801898	2007
NORDSON CORP-07	3569	72331	2007
COPYTELE INC-08	3577	715446	2008
GLOBAL PAYMENT TECHNOLOGIES INC-08	3578	933020	2008
STARTECH ENVIRONMENTAL CORP-08	3590	875762	2008
MEGADATA CORP-08	3576	225628	2008
STEELCLOUD INC-08	3571	1058027	2008
BLACK & DECKER CORP-08	3540	12355	2008
GRACO INC-08	3561	42888	2008
TRANE INC.-08	3585	836102	2008
BAKER HUGHES INC-08	3533	808362	2008
MATTSON TECHNOLOGY INC-08	3559	928421	2008
INTERNATIONAL BUSINESS MACHINES CORP-08	3570	51143	2008
CURTISS WRIGHT CORP-08	3590	26324	2008
TIMKEN CO-08	3562	98362	2008
ULTRATECH INC-08	3559	909791	2008
SPX CORP-08	3540	88205	2008
TENNANT CO-08	3580	97134	2008
GEHL CO-08	3523	856386	2008
SOCKET COMMUNICATIONS INC-08	3571	944075	2008
GORMAN RUPP CO-08	3561	42682	2008
OCCAM NETWORKS INC/DE-08	3576	1108185	2008
SAUER DANFOSS INC-08	3590	865754	2008
AAON INC-08	3585	824142	2008
ALAMO GROUP INC-08	3523	897077	2008
TECUMSEH PRODUCTS CO-08	3585	96831	2008
RIMAGE CORP-08	3577	892482	2008
FLANDERS CORP-08	3564	799526	2008
OMNICELL, Inc-08	3571	926326	2008
STRATASYS INC-08	3577	915735	2008
BTU INTERNATIONAL INC-08	3559	840883	2008
PAR TECHNOLOGY CORP-08	3578	708821	2008
HARDINGE INC-08	3541	313716	2008
CHICAGO RIVET & MACHINE CO-08	3540	19871	2008
MILACRON INC-08	3559	716823	2008
EZENIA INC-08	3576	943894	2008
PARAGON TECHNOLOGIES INC-08	3530	90045	2008
PALL CORP-08	3569	75829	2008
P&F INDUSTRIES INC-08	3540	75340	2008
I/OMAGIC CORP-08	3572	1083663	2008
AVISTAR COMMUNICATIONS CORP-08	3576	1111632	2008
QUIPP INC-08	3559	796577	2008
RIVAL TECHNOLOGIES INC-08	3569	1176337	2008
MET PRO CORP-08	3564	65201	2008
Small Cap Strategies Inc-08	3576	912844	2008
Stewart & Stevenson LLC-08	3533	1381455	2008
PRESSTEK INC /DE/-08	3555	846876	2008
MFRI INC-08	3564	914122	2008
NETWORK EQUIPMENT TECHNOLOGIES INC-08	3576	752431	2008
BLACK BOX CORP-08	3576	849547	2008
ADAPTEC INC-08	3576	709804	2008
GERBER SCIENTIFIC INC-08	3559	41133	2008
MTS MEDICATION TECHNOLOGIES, INC /DE/-08	3560	823560	2008
Vortec Electronics, Inc.-08	3580	1400728	2008
DATARAM CORP-08	3572	27093	2008
3COM CORP-08	3576	738076	2008
KENNAMETAL INC-08	3541	55242	2008
CONCURRENT COMPUTER CORP/DE-08	3571	749038	2008
STANDEX INTERNATIONAL CORP/DE/-08	3580	310354	2008
PMFG, Inc.-08	3569	1422862	2008
TWIN DISC INC-08	3560	100378	2008
DONALDSON CO INC-08	3564	29644	2008
PALL CORP-08	3569	75829	2008
PEREGRINE INDUSTRIES INC-08	3569	1061164	2008
Rudy Nutrition-08	3579	764794	2008
OVERLAND STORAGE INC-08	3572	889930	2008
FREESTAR TECHNOLOGY CORP-08	3579	1102301	2008
Concrete Leveling Systems Inc-08	3590	1414382	2008
ROBBINS & MYERS INC-08	3561	84290	2008
LINDSAY CORP-08	3523	836157	2008
DIGI INTERNATIONAL INC-08	3576	854775	2008
Aviza Technology, Inc.-08	3559	1311396	2008
AMTECH SYSTEMS INC-08	3559	720500	2008
SEMITOOL INC-08	3559	934550	2008
HEWLETT PACKARD CO-08	3570	47217	2008
DEERE & CO-08	3523	315189	2008
JOY GLOBAL INC-08	3532	801898	2008
NORDSON CORP-08	3569	72331	2008
TORO CO-08	3524	737758	2008
Windstar Inc.-09	3564	1412659	2009
HYDROGEN HYBRID TECHNOLOGIES, INC.-09	3510	1163002	2009
COPYTELE INC-09	3577	715446	2009
WASTE TECHNOLOGY CORP-09	3569	781902	2009
PASSUR Aerospace, Inc.-09	3576	225628	2009
MONEYFLOW SYSTEMS INTERNATIONAL INC-09	3578	1159464	2009
HPC POS SYSTEM, CORP.-09	3571	1426808	2009
STARTECH ENVIRONMENTAL CORP-09	3590	875762	2009
GRACO INC-09	3561	42888	2009
OMNICELL, Inc-09	3571	926326	2009
INTERNATIONAL BUSINESS MACHINES CORP-09	3570	51143	2009
CAMERON INTERNATIONAL CORP-09	3533	941548	2009
SANDISK CORP-09	3572	1000180	2009
PITNEY BOWES INC /DE/-09	3579	78814	2009
TIMKEN CO-09	3562	98362	2009
GLOBAL FOOD TECHNOLOGIES, INC.-09	3550	1122108	2009
BAKER HUGHES INC-09	3533	808362	2009
EATON CORP-09	3590	31277	2009
ULTRATECH INC-09	3559	909791	2009
EMC CORP-09	3572	790070	2009
OCCAM NETWORKS INC/DE-09	3576	1108185	2009
CURTISS WRIGHT CORP-09	3590	26324	2009
NATIONAL OILWELL VARCO INC-09	3533	1021860	2009
SPX CORP-09	3540	88205	2009
GORMAN RUPP CO-09	3561	42682	2009
MATTSON TECHNOLOGY INC-09	3559	928421	2009
AAON INC-09	3585	824142	2009
STRATASYS INC-09	3577	915735	2009
ALAMO GROUP INC-09	3523	897077	2009
BIO KEY INTERNATIONAL INC-09	3576	1019034	2009
BOOTS & COOTS INTERNATIONAL WELL CONTROL INC-09	3533	833845	2009
EROOMSYSTEM TECHNOLOGIES INC-09	3570	1110361	2009
HARDINGE INC-09	3541	313716	2009
HYPERCOM CORP-09	3578	1045769	2009
TENNANT CO-09	3580	97134	2009
PAR TECHNOLOGY CORP-09	3578	708821	2009
SOCKET MOBILE, INC.-09	3571	944075	2009
BTU INTERNATIONAL INC-09	3559	840883	2009
RIMAGE CORP-09	3577	892482	2009
TRANSACT TECHNOLOGIES INC-09	3577	1017303	2009
TECUMSEH PRODUCTS CO-09	3585	96831	2009
SOUTHERN ENERGY COMPANY, INC.-09	3576	771642	2009
ENTECH SOLAR, INC.-09	3561	811271	2009
CHICAGO RIVET & MACHINE CO-09	3540	19871	2009
PRESSTEK INC /DE/-09	3555	846876	2009
EZENIA INC-09	3576	943894	2009
ECOSPHERE TECHNOLOGIES INC-09	3530	1071760	2009
INTRUSION INC-09	3576	736012	2009
PARAGON TECHNOLOGIES INC-09	3530	90045	2009
FIRST CAPITAL INTERNATIONAL INC-09	3571	1072842	2009
CVD EQUIPMENT CORP-09	3559	766792	2009
P&F INDUSTRIES INC-09	3540	75340	2009
RAPTOR NETWORKS TECHNOLOGY INC-09	3576	1163300	2009
DIGITAL FUEL INC-09	3550	820295	2009
VOYAGER ENTERTAINMENT INTERNATIONAL INC-09	3590	1028394	2009
MFRI INC-09	3564	914122	2009
Small Cap Strategies Inc-09	3576	912844	2009
RIVAL TECHNOLOGIES INC-09	3569	1176337	2009
COPsync, Inc.-09	3576	1383154	2009
ENVIRO VORAXIAL TECHNOLOGY INC-09	3559	1043894	2009
I/OMAGIC CORP-09	3572	1083663	2009
DigitalTown, Inc.-09	3570	1065598	2009
Surfect Holdings, Inc-09	3559	1356505	2009
Tupper, Inc.-09	3523	1430869	2009
Digitiliti Inc-09	3572	1411658	2009
NETWORK EQUIPMENT TECHNOLOGIES INC-09	3576	752431	2009
BLACK BOX CORP-09	3576	849547	2009
LOGITECH INTERNATIONAL SA-09	3577	1032975	2009
MET PRO CORP-09	3564	65201	2009
ADAPTEC INC-09	3576	709804	2009
COLUMBUS MCKINNON CORP-09	3531	1005229	2009
MTS MEDICATION TECHNOLOGIES, INC /DE/-09	3560	823560	2009
GERBER SCIENTIFIC INC-09	3559	41133	2009
OCEAN ENERGY, INC-09	3510	1437494	2009
Vortec Electronics, Inc.-09	3580	1400728	2009
DATARAM CORP-09	3572	27093	2009
RG GLOBAL LIFESTYLES INC-09	3585	932136	2009
KENNAMETAL INC-09	3541	55242	2009
REGI U S INC-09	3510	922330	2009
Seagate Technology-09	3572	1137789	2009
Global Ink Supply Inc.-09	3570	1368055	2009
CONCURRENT COMPUTER CORP/DE-09	3571	749038	2009
TAYLOR DEVICES INC-09	3569	96536	2009
STANDEX INTERNATIONAL CORP/DE/-09	3580	310354	2009
BOLT TECHNOLOGY CORP-09	3533	354655	2009
TWIN DISC INC-09	3560	100378	2009
PMFG, Inc.-09	3569	1422862	2009
GREYSTONE LOGISTICS, INC.-09	3559	1088413	2009
DONALDSON CO INC-09	3564	29644	2009
USA TECHNOLOGIES INC-09	3578	896429	2009
LANTRONIX INC-09	3576	1114925	2009
PROFILE TECHNOLOGIES INC-09	3559	1014653	2009
PALL CORP-09	3569	75829	2009
ALANCO TECHNOLOGIES INC-09	3572	98618	2009
TRIO TECH INTERNATIONAL-09	3559	732026	2009
PEREGRINE INDUSTRIES INC-09	3569	1061164	2009
ASPEON INC-09	3578	1021917	2009
ROBBINS & MYERS INC-09	3561	84290	2009
Concrete Leveling Systems Inc-09	3590	1414382	2009
China Wind Energy Inc.-09	3550	1393109	2009
LINDSAY CORP-09	3523	836157	2009
AMERICAS WIND ENERGY CORP-09	3510	1265840	2009
Rahaxi, Inc.-09	3579	1102301	2009
AMTECH SYSTEMS INC-09	3559	720500	2009
DIGI INTERNATIONAL INC-09	3576	854775	2009
SEMITOOL INC-09	3559	934550	2009
HEWLETT PACKARD CO-09	3570	47217	2009
DEERE & CO-09	3523	315189	2009
NORDSON CORP-09	3569	72331	2009
JOY GLOBAL INC-09	3532	801898	2009
TORO CO-09	3524	737758	2009
Windstar Inc.-10	3564	1412659	2010
INTERNATIONAL BALER CORP-10	3569	781902	2010
PASSUR Aerospace, Inc.-10	3576	225628	2010
MONEYFLOW SYSTEMS INTERNATIONAL INC-10	3578	1159464	2010
CATERPILLAR INC-10	3531	18230	2010
INTERNATIONAL BUSINESS MACHINES CORP-10	3570	51143	2010
OMNICELL, Inc-10	3571	926326	2010
CURTISS WRIGHT CORP-10	3590	26324	2010
TEREX CORP-10	3537	97216	2010
OCCAM NETWORKS INC/DE-10	3576	1108185	2010
Colfax CORP-10	3561	1420800	2010
SANDISK CORP-10	3572	1000180	2010
TIMKEN CO-10	3562	98362	2010
BAKER HUGHES INC-10	3533	808362	2010
NATIONAL OILWELL VARCO INC-10	3533	1021860	2010
SPX CORP-10	3540	88205	2010
PITNEY BOWES INC /DE/-10	3579	78814	2010
TENNANT CO-10	3580	97134	2010
MIDDLEBY CORP-10	3580	769520	2010
Boots & Coots, Inc.-10	3533	833845	2010
FUEL TECH, INC.-10	3564	846913	2010
BTU INTERNATIONAL INC-10	3559	840883	2010
MATTSON TECHNOLOGY INC-10	3559	928421	2010
GORMAN RUPP CO-10	3561	42682	2010
STRATASYS INC-10	3577	915735	2010
TECUMSEH PRODUCTS CO-10	3585	96831	2010
HYPERCOM CORP-10	3578	1045769	2010
RIMAGE CORP-10	3577	892482	2010
ALAMO GROUP INC-10	3523	897077	2010
HARDINGE INC-10	3541	313716	2010
TRANSACT TECHNOLOGIES INC-10	3577	1017303	2010
PAR TECHNOLOGY CORP-10	3578	708821	2010
CHICAGO RIVET & MACHINE CO-10	3540	19871	2010
DATA STORAGE CONSULTING SERVICES, INC.-10	3572	1407313	2010
PRESSTEK INC /DE/-10	3555	846876	2010
KATY INDUSTRIES INC-10	3559	54681	2010
BIO KEY INTERNATIONAL INC-10	3576	1019034	2010
INTRUSION INC-10	3576	736012	2010
MAGNEGAS CORP-10	3559	1353487	2010
EROOMSYSTEM TECHNOLOGIES INC-10	3570	1110361	2010
VOYAGER ENTERTAINMENT INTERNATIONAL INC-10	3590	1028394	2010
OVM INTERNATIONAL HOLDING CORP-10	3531	1030916	2010
COMMUNICATION INTELLIGENCE CORP-10	3577	727634	2010
BALQON CORP.-10	3537	1169440	2010
SOCKET MOBILE, INC.-10	3571	944075	2010
CASCADE CORP-10	3537	18061	2010
Darwin Resources, Inc.-10	3571	1021282	2010
PureSafe Water Systems, Inc.-10	3580	764839	2010
COPsync, Inc.-10	3576	1383154	2010
Small Cap Strategies Inc-10	3576	912844	2010
TN-K ENERGY GROUP INC.-10	3571	942650	2010
RIVAL TECHNOLOGIES INC-10	3569	1176337	2010
ENVIRO VORAXIAL TECHNOLOGY INC-10	3559	1043894	2010
China Crescent Enterprises, Inc.-10	3570	745655	2010
Zentric, Inc.-10	3585	1457435	2010
Digitiliti Inc-10	3572	1411658	2010
Ready Welder Corp-10	3540	1453114	2010
Eco Energy Pumps, Inc.-10	3561	1458725	2010
FIRST CAPITAL INTERNATIONAL INC-10	3571	1072842	2010
P&F INDUSTRIES INC-10	3540	75340	2010
Stewart & Stevenson LLC-10	3533	1381455	2010
NATIONAL DATACOMPUTER INC-10	3571	812880	2010
LOGITECH INTERNATIONAL SA-10	3577	1032975	2010
DigitalTown, Inc.-10	3570	1065598	2010
COLUMBUS MCKINNON CORP-10	3531	1005229	2010
BLACK BOX CORP-10	3576	849547	2010
Tupper, Inc.-10	3523	1430869	2010
SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA-10	3580	1056757	2010
NETWORK EQUIPMENT TECHNOLOGIES INC-10	3576	752431	2010
QUANTUM CORP /DE/-10	3572	709283	2010
LASERCARD CORP-10	3572	30140	2010
GERBER SCIENTIFIC INC-10	3559	41133	2010
INTERNATIONAL LOTTERY & TOTALIZATOR SYSTEMS INC-10	3578	354813	2010
RG GLOBAL LIFESTYLES INC-10	3585	932136	2010
Vortec Electronics, Inc.-10	3580	1400728	2010
REGI U S INC-10	3510	922330	2010
KENNAMETAL INC-10	3541	55242	2010
Seagate Technology plc-10	3572	1137789	2010
TAYLOR DEVICES INC-10	3569	96536	2010
OCEAN ENERGY, INC-10	3510	1437494	2010
STANDEX INTERNATIONAL CORP/DE/-10	3580	310354	2010
CONCURRENT COMPUTER CORP/DE-10	3571	749038	2010
SA Recovery Corp.-10	3559	1462223	2010
BOLT TECHNOLOGY CORP-10	3533	354655	2010
TurkPower Corp-10	3570	1368055	2010
PMFG, Inc.-10	3569	1422862	2010
LANTRONIX INC-10	3576	1114925	2010
TWIN DISC INC-10	3560	100378	2010
GREYSTONE LOGISTICS, INC.-10	3559	1088413	2010
USA TECHNOLOGIES INC-10	3578	896429	2010
PROFILE TECHNOLOGIES INC-10	3559	1014653	2010
Concrete Leveling Systems Inc-10	3590	1414382	2010
DONALDSON CO INC-10	3564	29644	2010
PALL CORP-10	3569	75829	2010
TRIO TECH INTERNATIONAL-10	3559	732026	2010
ALANCO TECHNOLOGIES INC-10	3572	98618	2010
PEREGRINE INDUSTRIES INC-10	3569	1061164	2010
ASPI, INC.-10	3578	1021917	2010
PACIFIC SANDS INC-10	3585	1069799	2010
ROBBINS & MYERS INC-10	3561	84290	2010
LINDSAY CORP-10	3523	836157	2010
AMTECH SYSTEMS INC-10	3559	720500	2010
AMERICAS WIND ENERGY CORP-10	3510	1265840	2010
DIGI INTERNATIONAL INC-10	3576	854775	2010
China Wind Energy Inc.-10	3550	1393109	2010
KEY TECHNOLOGY INC-10	3550	906193	2010
DEERE & CO-10	3523	315189	2010
JOY GLOBAL INC-10	3532	801898	2010
TORO CO-10	3524	737758	2010
MONEYFLOW SYSTEMS INTERNATIONAL INC-10	3578	1159464	2010
ICEWEB INC-10	3572	1097718	2010
SIONIX CORP-11	3580	764667	2011
Regenicin, Inc.-11	3564	1412659	2011
INTERNATIONAL BALER CORP-11	3569	781902	2011
PASSUR Aerospace, Inc.-11	3576	225628	2011
Eco Energy Pumps, Inc.-11	3561	1458725	2011
COPYTELE INC-11	3577	715446	2011
BRUNSWICK CORP-11	3510	14930	2011
TEREX CORP-11	3537	97216	2011
SPX CORP-11	3540	88205	2011
TIMKEN CO-11	3562	98362	2011
HPC POS SYSTEM, CORP.-11	3571	1426808	2011
ARTS WAY MANUFACTURING CO INC-11	3523	7623	2011
INTERNATIONAL BUSINESS MACHINES CORP-11	3570	51143	2011
CATERPILLAR INC-11	3531	18230	2011
Intermec, Inc.-11	3577	1044590	2011
HPC POS SYSTEM, CORP.-11	3571	1426808	2011
NATIONAL OILWELL VARCO INC-11	3533	1021860	2011
SANDISK CORP-11	3572	1000180	2011
CUMMINS INC-11	3510	26172	2011
BAKER HUGHES INC-11	3533	808362	2011
JUNIPER NETWORKS INC-11	3576	1043604	2011
Colfax CORP-11	3561	1420800	2011
CURTISS WRIGHT CORP-11	3590	26324	2011
NOVELLUS SYSTEMS INC-11	3559	836106	2011
CAMERON INTERNATIONAL CORP-11	3533	941548	2011
LINCOLN ELECTRIC HOLDINGS INC-11	3540	59527	2011
TENNANT CO-11	3580	97134	2011
PITNEY BOWES INC /DE/-11	3579	78814	2011
ASTEC INDUSTRIES INC-11	3531	792987	2011
MANITOWOC CO INC-11	3531	61986	2011
Tirex CORP-11	3550	823072	2011
MIDDLEBY CORP-11	3580	769520	2011
PREMIER HOLDING CORP.-11	3531	1030916	2011
GORMAN RUPP CO-11	3561	42682	2011
I/OMAGIC CORP-11	3572	1083663	2011
CVD EQUIPMENT CORP-11	3559	766792	2011
BTU INTERNATIONAL INC-11	3559	840883	2011
FUEL TECH, INC.-11	3564	846913	2011
STRATASYS INC-11	3577	915735	2011
HYPERCOM CORP-11	3578	1045769	2011
AAON INC-11	3585	824142	2011
MATTSON TECHNOLOGY INC-11	3559	928421	2011
OMNICELL, Inc-11	3571	926326	2011
HARDINGE INC-11	3541	313716	2011
