CONFORMED-NAME	SIC	CIK	YEAR
MARQUEE ENTERTAINMENT INC-96	7822	806277	1996
SYNOPSYS INC-96	7372	883241	1996
AUTO TROL TECHNOLOGY CORP-96	7373	278048	1996
SOFTWARE 2000 INC /MA/-96	7373	1002044	1996
IKOS SYSTEMS INC-96	7373	756365	1996
STAC INC-96	7372	1003513	1996
SYSTEMS & COMPUTER TECHNOLOGY CORP-96	7370	707606	1996
CAM DATA SYSTEMS INC-96	7373	819334	1996
COMDISCO INC-96	7377	722487	1996
SUPER 8 MOTELS II LTD-96	7011	316554	1996
SUPER 8 ECONOMY LODGING IV LTD-96	7812	700664	1996
TRIAD SYSTEMS CORP-96	7373	313867	1996
MARCAM CORP-96	7372	848551	1996
REMEDYTEMP INC-96	7363	1013467	1996
PARAMETRIC TECHNOLOGY CORP-96	7372	857005	1996
VISIO CORP-96	7372	946665	1996
SPYGLASS INC-96	7372	945256	1996
CENTRAL PARKING CORP-96	7500	949298	1996
TRANSACTION SYSTEMS ARCHITECTS INC-96	7372	935036	1996
LCS INDUSTRIES INC-96	7331	58151	1996
BOOLE & BABBAGE INC-96	7372	734394	1996
DATAWATCH CORP-96	7372	792130	1996
CARIBINER INTERNATIONAL INC-96	7389	1005015	1996
HEALTH SYSTEMS DESIGN CORP-96	7373	1005697	1996
INTER ACT SYSTEMS INC-96	7389	935086	1996
VAIL RESORTS INC-96	7990	812011	1996
MAY & SPEH INC-96	7331	1002521	1996
CASINO RESOURCE CORP-96	7900	899778	1996
GREENWICH AIR SERVICES INC-96	7600	891461	1996
SEER TECHNOLOGIES INC /DE-96	7371	945127	1996
ENVIROTEST SYSTEMS CORP /DE/-96	7500	896267	1996
SANTA FE GAMING CORP-96	7990	812482	1996
QUARTERDECK CORP-96	7372	707668	1996
PROJECT SOFTWARE & DEVELOPMENT INC-96	7372	920354	1996
TRANSMEDIA NETWORK INC /DE/-96	7389	78536	1996
PROTECTION ONE ALARM MONITORING INC-96	7380	916310	1996
PHOENIX TECHNOLOGIES LTD-96	7372	832767	1996
MAPINFO CORP-96	7372	916238	1996
FAIR ISAAC & COMPANY INC-96	7389	814547	1996
INSTRUCTIVISION INC-97	7812	770183	1997
DATA NATIONAL CORP-97	7510	760462	1997
DIGITAL SOLUTIONS INC-97	7363	785557	1997
HEALTH PROFESSIONALS INC /DE-97	7363	879257	1997
SOFTNET SYSTEMS INC-97	7385	97196	1997
MID STATE RACEWAY INC-97	7948	65914	1997
RCM TECHNOLOGIES INC-97	7363	700841	1997
SCIOTO DOWNS INC-97	7948	87836	1997
HEALTH MANAGEMENT SYSTEMS INC-97	7374	861179	1997
NORRELL CORP-97	7363	778397	1997
NOVELL INC-97	7372	758004	1997
CANMAX INC /WY/-97	7371	913659	1997
LAMAR ADVERTISING CO-97	7311	899045	1997
GC COMPANIES INC-97	7830	912295	1997
GREENSTONE ROBERTS ADVERTISING INC-97	7311	845048	1997
CONSILIUM INC-97	7372	795090	1997
SEA PINES ASSOCIATES INC-97	7011	846926	1997
WESTERN STAFF SERVICES INC-97	7363	931911	1997
I2 TECHNOLOGIES INC-97	7372	1009304	1997
NOVA INTERNATIONAL FILMS INC-97	7812	773394	1997
RADISYS CORP-97	7373	873044	1997
INTEGRATED SYSTEMS CONSULTING GROUP INC-97	7373	1007020	1997
FISERV INC-97	7374	798354	1997
SERVICE EXPERTS INC-97	7600	1017609	1997
PROGRESS SOFTWARE CORP /MA-97	7372	876167	1997
ELSINORE CORP-97	7990	311049	1997
ADOBE SYSTEMS INC-97	7372	796343	1997
XCELLENET INC /GA/-97	7372	919746	1997
HARVEYS CASINO RESORTS-97	7990	914022	1997
QUINTEL ENTERTAINMENT INC-97	7900	1000297	1997
PLM INTERNATIONAL INC-97	7359	814677	1997
MERITAGE HOSPITALITY GROUP INC /MI/-97	7011	808219	1997
FDP CORP-97	7372	722826	1997
LA QUINTA INNS INC-97	7011	278243	1997
LOUISIANA CASINO CRUISES INC-97	7990	916758	1997
STUDIO PLUS HOTELS INC-97	7011	934599	1997
EXTENDED STAY AMERICA INC-97	7011	1002579	1997
ALLSTAR INNS INC /DE/-97	7011	810992	1997
CRI HOTEL INCOME PARTNERS L P-97	7011	808377	1997
AMISYS MANAGED CARE SYSTEMS INC-97	7373	1003202	1997
ELECTRONIC DATA SYSTEMS CORP /DE/-97	7370	1007456	1997
VINCAM GROUP INC-97	7363	1008896	1997
HBO & CO-97	7373	310377	1997
METROMAIL CORP-97	7311	737755	1997
SIEBEL SYSTEMS INC-97	7372	1006835	1997
CYBERCASH INC-97	7373	1004232	1997
RIVIERA HOLDINGS CORP-97	7011	899647	1997
INTERIM SERVICES INC-97	7363	914536	1997
RENTAL SERVICE CORP-97	7359	1016572	1997
WESTWOOD ONE INC /DE/-97	7900	771950	1997
PLM EQUIPMENT GROWTH FUND II-97	7359	812072	1997
PLM EQUIPMENT GROWTH FUND-97	7359	788813	1997
LEVEL 8 SYSTEMS-97	7371	945384	1997
BRISTOL HOTEL CO-97	7011	1002115	1997
PLM EQUIPMENT GROWTH FUND IV-97	7359	847517	1997
UNIVERSAL HOSPITAL SERVICES INC-97	7350	886171	1997
PROFESSIONAL LEASE MANAGEMENT INCOME FUND I LLC-97	7359	928956	1997
AMERICAN ENTERTAINMENT PARTNERS LP-97	7812	793078	1997
HERITAGE MEDIA CORP-97	7310	821020	1997
AMERICAN ENTERTAINMENT PARTNERS II L P-97	7812	808378	1997
CCC INFORMATION SERVICES GROUP INC-97	7370	1017917	1997
STAFFMARK INC-97	7363	1017968	1997
INTERNATIONAL LEASE FINANCE CORP-97	7359	714311	1997
PLM EQUIPMENT GROWTH FUND V-97	7359	857645	1997
PROMUS HOTEL CORP-97	7011	944647	1997
CARMIKE CINEMAS INC-97	7830	799088	1997
DIGITAL GENERATION SYSTEMS INC-97	7311	934448	1997
GROWTH HOTEL INVESTORS II-97	7011	791346	1997
NETWORK IMAGING CORP-97	7373	883946	1997
SIMULATION SCIENCES INC-97	7371	1013795	1997
JETSTREAM II L P-97	7359	831331	1997
JETSTREAM LP-97	7359	825336	1997
FIRST DATA CORP-97	7374	883980	1997
REDWOOD EQUIPMENT LEASING INCOME FUND LP-97	7359	857615	1997
CINEPLEX ODEON CORP /CAN/-97	7830	811925	1997
CARRIAGE SERVICES INC-97	7200	1016281	1997
TOTAL SYSTEM SERVICES INC-97	7374	721683	1997
APACHE MEDICAL SYSTEMS INC-97	7373	883697	1997
SNYDER COMMUNICATIONS INC-97	7389	1017906	1997
CADENCE DESIGN SYSTEMS INC-97	7372	813672	1997
INTERSTATE HOTELS CO-97	7011	1012624	1997
HILTON HOTELS CORP-97	7011	47580	1997
STERILE RECOVERIES INC-97	7200	1014041	1997
TECHNOLOGY FUNDING PARTNERS III L P-97	7372	808066	1997
PLM EQUIPMENT GROWTH & INCOME FUND VII-97	7359	895234	1997
DOCUMENT SCIENCES CORP-97	7372	1016831	1997
TIME WARNER INC/-97	7812	1021387	1997
SILVER SCREEN PARTNERS L P-97	7812	715082	1997
PHOENIX INTERNATIONAL LTD INC-97	7372	1013687	1997
TRIPOS INC-97	7372	920691	1997
TELETECH HOLDINGS INC-97	7389	1013880	1997
SILVER SCREEN PARTNERS II L P-97	7812	764219	1997
PLM EQUIPMENT GROWTH FUND VI-97	7359	874395	1997
SILVER SCREEN PARTNERS IV L P-97	7812	826600	1997
SPEEDWAY MOTORSPORTS INC-97	7948	934648	1997
LABOR READY INC-97	7363	768899	1997
RYDER SYSTEM INC-97	7510	85961	1997
SIBONEY CORP-97	7389	90057	1997
HILTON HOTELS CORP-97	7011	47580	1997
RENTERS CHOICE INC-97	7359	933036	1997
INTERPUBLIC GROUP OF COMPANIES INC-97	7311	51644	1997
INSO CORP-97	7372	917471	1997
ANSYS INC-97	7372	1013462	1997
INDUS GROUP INC-97	7372	1005127	1997
DOCUMENTUM INC-97	7372	930885	1997
INNODATA CORP-97	7374	903651	1997
MOTO PHOTO INC-97	7384	704508	1997
MGM GRAND INC-97	7990	789570	1997
CONTROL DATA SYSTEMS INC-97	7373	887309	1997
CHURCHILL DOWNS INC-97	7948	20212	1997
PHOENIX LEASING CASH DISTRIBUTION FUND V L P-97	7377	867296	1997
PHOENIX LEASING AMERICAN BUSINESS FUND LP-97	7377	898628	1997
COMPUTER HORIZONS CORP-97	7373	23019	1997
PHOENIX LEASING CASH DISTRIBUTION FUND III-97	7359	822690	1997
OLSTEN CORP-97	7363	74386	1997
SHARED TECHNOLOGIES FAIRCHILD INC-97	7385	817632	1997
PHOENIX LEASING CASH DISTRIBUTION FUND IV-97	7377	853571	1997
CLUB CORP INTERNATIONAL-97	7997	929455	1997
PHOENIX LEASING INCOME FUND 1977-97	7370	216860	1997
DYNAMICS RESEARCH CORP-97	7373	30822	1997
MILLION DOLLAR SALOON INC-97	7011	1002396	1997
SCRIPTEL HOLDING INC-97	7373	830504	1997
WESTIN HOTELS LTD PARTNERSHIP-97	7011	790549	1997
TEXTAINER EQUIPMENT INCOME FUND IV L P-97	7359	882288	1997
VALASSIS COMMUNICATIONS INC-97	7310	883293	1997
FIDELITY LEASING INCOME FUND IV L P-97	7377	810363	1997
WESTERN SYSTEMS CORP-97	7389	315411	1997
WYNDHAM HOTEL CORP-97	7011	1010471	1997
APPLIED VOICE TECHNOLOGY INC /WA/-97	7372	931784	1997
GEOTEL COMMUNICATIONS CORP-97	7372	1023905	1997
KATZ MEDIA GROUP INC-97	7310	934494	1997
SOURCE SERVICES CORP-97	7363	1014982	1997
NATIONAL TRANSACTION NETWORK INC-97	7373	315999	1997
WONDERWARE CORP-97	7372	906519	1997
TEXTAINER EQUIPMENT INCOME FUND II L P-97	7359	853086	1997
CEDAR FAIR L P-97	7990	811532	1997
SILVER SCREEN PARTNERS L P-97	7812	715082	1997
COLUMBIA LEASE INCOME FUND A LP-97	7377	751683	1997
PHOENIX LEASING INCOME FUND VI-97	7370	709995	1997
TEXTAINER EQUIPMENT INCOME FUND III L P-97	7359	866888	1997
DYNAMIC HEALTHCARE TECHNOLOGIES INC-97	7373	720481	1997
TRUSTED INFORMATION SYSTEMS INC-97	7372	1013355	1997
PHOENIX INCOME FUND LP-97	7377	857873	1997
US FRANCHISE SYSTEMS INC-97	7011	1020350	1997
TCC EQUIPMENT INCOME FUND-97	7359	820083	1997
FIDELITY LEASING INCOME FUND III LP-97	7377	786470	1997
WELLESLEY LEASE INCOME LTD PARTNERSHIP III-C-97	7377	760382	1997
WELLESLEY LEASE INCOME LIMITED PARTNERSHIP IV-97	7377	825851	1997
PRIMADONNA RESORTS INC-97	7990	901118	1997
MOUNTASIA ENTERTAINMENT INTERNATIONAL INC-97	7990	912027	1997
DELPHI FILM ASSOCIATES IV-97	7812	764636	1997
COLUMBIA LEASE INCOME FUND II-B LP-97	7377	769333	1997
DELPHI FILM ASSOCIATES V-97	7812	771978	1997
PRIME MOTOR INNS LTD PARTNERSHIP-97	7011	804219	1997
PHOENIX LEASING INCOME FUND VII-97	7370	732676	1997
ADT LIMITED-97	7380	833444	1997
PSH MASTER L P I-97	7011	813897	1997
VIEWLOGIC SYSTEMS INC /DE/-97	7372	880594	1997
JONES PROGRAMMING PARTNERS 1-A LTD-97	7812	873800	1997
AMERICAN INCOME PARTNERS IV D LP-97	7359	826932	1997
SERVICE CORPORATION INTERNATIONAL-97	7200	89089	1997
TEAM RENTAL GROUP INC-97	7510	922471	1997
WALL DATA INC-97	7372	722607	1997
TEXTAINER EQUIPMENT INCOME FUND VI LP-97	7359	1003638	1997
RIO HOTEL & CASINO INC-97	7990	734380	1997
PHOENIX LEASING CASH DISTRIBUTION FUND II-97	7377	798905	1997
PRISM SOLUTIONS INC-97	7372	1008129	1997
SOS STAFFING SERVICES INC-97	7363	945437	1997
MARRIOTT HOTEL PROPERTIES LTD PARTNERSHIP-97	7011	784711	1997
DATA TRANSMISSION NETWORK CORP-97	7370	790498	1997
ML DELPHI PREMIER PARTNERS LP-97	7812	795252	1997
POTOMAC HOTEL LTD PARTNERSHIP-97	7011	357226	1997
HCIA INC-97	7370	935001	1997
OVID TECHNOLOGIES INC-97	7370	922520	1997
MCAFEE ASSOCIATES INC-97	7372	890801	1997
ALL AMERICAN COMMUNICATIONS INC-97	7812	783265	1997
MASTECH CORP-97	7371	1024732	1997
SIGNATURE RESORTS INC-97	7000	1016577	1997
ATEL CASH DISTRIBUTION FUND V L P-97	7359	892875	1997
BARRETT BUSINESS SERVICES INC-97	7363	902791	1997
AMERICAN INCOME PARTNERS III-D LIMITED PARTNERSHIP-97	7359	808516	1997
TCI PACIFIC COMMUNICATIONS INC-97	7812	814135	1997
CANDLEWOOD HOTEL CO INC-97	7011	1022820	1997
AMERICAN LEASING INVESTORS VIII-B L P-97	7377	783270	1997
FAMOUS HOST LODGING V LP-97	7011	737876	1997
ATEL CASH DISTRIBUTION FUND-97	7359	785857	1997
AIRCOA HOTEL PARTNERS L P-97	7011	812591	1997
HOTEL PROPERTIES L P-97	7000	822968	1997
PENN NATIONAL GAMING INC-97	7948	921738	1997
MEDQUIST INC-97	7374	884497	1997
ATEL CAPITAL EQUIPMENT FUND VII LP-97	7359	1019542	1997
USCS INTERNATIONAL INC-97	7371	1012459	1997
SONESTA INTERNATIONAL HOTELS CORP-97	7011	91741	1997
SUPER 8 MOTELS LTD-97	7011	311174	1997
TELESPECTRUM WORLDWIDE INC-97	7389	1014960	1997
AMERICAN INCOME 5 LTD PARTNERSHIP-97	7359	799175	1997
NATIONAL PROCESSING INC-97	7374	1016277	1997
ATEL CASH DISTRIBUTION FUND VI LP-97	7359	927569	1997
INTERACTIVE GROUP INC-97	7373	943354	1997
UNIVERSAL OUTDOOR INC-97	7310	916079	1997
AMERICAN INCOME 4 LTD PARTNERSHIP-97	7359	789673	1997
SUPER 8 MOTELS III LTD-97	7011	317859	1997
ATEL CASH DISTRIBUTION FUND IV L P-97	7359	879812	1997
HOMESTEAD VILLAGE INC-97	7011	1013256	1997
AMERICAN INCOME 7 LTD PARTNERSHIP-97	7359	780398	1997
SPS TRANSACTION SERVICES INC-97	7389	882741	1997
NATIONAL LEASE INCOME FUND 6 LP-97	7377	799034	1997
CSA INCOME FUND LIMITED PARTNERSHIP II-97	7377	809224	1997
BUTLER INTERNATIONAL INC /MD/-97	7363	786765	1997
AMERICAN INCOME PARTNERS IV A L P-97	7359	826929	1997
COGNIZANT CORP-97	7374	1019876	1997
JONES PROGRAMMING PARTNERS 2-A LTD-97	7812	868610	1997
AFG INVESTMENT TRUST B-97	7359	879495	1997
SUBURBAN LODGES OF AMERICA INC-97	7011	1011449	1997
ON ASSIGNMENT INC-97	7363	890564	1997
PHOENIX LEASING GROWTH FUND 1982-97	7370	356225	1997
AXENT TECHNOLOGIES INC-97	7372	1007997	1997
SAFETY KLEEN CORP-97	7389	86135	1997
AMERICAN INCOME 8 LIMITED PARTNERSHIP-97	7359	780399	1997
EXPERT SOFTWARE INC-97	7372	939730	1997
AMERICAN INCOME PARTNERS III-B LIMITED PARTNERSHIP-97	7359	808513	1997
SHOWBOAT INC-97	7990	89966	1997
COURTYARD BY MARRIOTT II LIMITED PARTNERSHIP /DE/-97	7011	832179	1997
