CONFORMED-NAME	SIC	CIK	YEAR
Jive Software, Inc.-15	7374	1462633	2015
PROS Holdings, Inc.-15	7371	1392972	2015
QLIK TECHNOLOGIES INC-15	7372	1305294	2015
ServiceNow, Inc.-15	7372	1373715	2015
RingCentral Inc-15	7374	1384905	2015
National CineMedia, Inc.-15	7310	1377630	2015
Monotype Imaging Holdings Inc.-15	7371	1385292	2015
HEALTHSTREAM INC-15	7370	1095565	2015
SMITH MICRO SOFTWARE INC-15	7372	948708	2015
WYNN LAS VEGAS LLC-15	7011	1180638	2015
MOBILEIRON, INC.-15	7372	1470099	2015
Cinemark Holdings, Inc.-15	7830	1385280	2015
Endurance International Group Holdings, Inc.-15	7372	1237746	2015
AOL Inc.-15	7374	1468516	2015
MSCI Inc.-15	7389	1408198	2015
Benefitfocus,Inc.-15	7372	1576169	2015
WebMD Health Corp.-15	7389	1326583	2015
MERGE HEALTHCARE INC-15	7373	944765	2015
SeaWorld Entertainment, Inc.-15	7990	1564902	2015
WEB.COM GROUP, INC.-15	7372	1095291	2015
Tableau Software Inc-15	7372	1303652	2015
YELP INC-15	7200	1345016	2015
PENN NATIONAL GAMING INC-15	7011	921738	2015
FIRST DATA CORP-15	7374	883980	2015
COGENT COMMUNICATIONS HOLDINGS, INC.-15	7372	1158324	2015
MERCADOLIBRE INC-15	7389	1099590	2015
YAHOO INC-15	7373	1011006	2015
Red Lion Hotels CORP-15	7011	1052595	2015
Shutterstock, Inc.-15	7374	1549346	2015
ALLIANCE DATA SYSTEMS CORP-15	7389	1101215	2015
CSG SYSTEMS INTERNATIONAL INC-15	7374	1005757	2015
ULTIMATE SOFTWARE GROUP INC-15	7372	1016125	2015
CAI International, Inc.-15	7359	1388430	2015
Fleetmatics Group plc-15	7372	1526160	2015
ISMO Tech Solutions, Inc.-15	7371	1596062	2015
TRULIA, INC.-15	7374	1349454	2015
STEINER LEISURE Ltd-15	7200	1018946	2015
SOHU COM INC-15	7374	1104188	2015
Demandware Inc-15	7371	1301031	2015
TWITTER, INC.-15	7370	1418091	2015
MDC PARTNERS INC-15	7311	876883	2015
ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.-15	7373	1124804	2015
HEARTLAND PAYMENT SYSTEMS INC-15	7389	1144354	2015
ENVESTNET, INC.-15	7389	1337619	2015
ON ASSIGNMENT INC-15	7363	890564	2015
EDGEWATER TECHNOLOGY INC/DE/-15	7370	1017968	2015
REALPAGE INC-15	7372	1286225	2015
SERVICEMASTER CO, LLC-15	7340	1052045	2015
FLEETCOR TECHNOLOGIES INC-15	7389	1175454	2015
U.S. RARE EARTHS, INC-15	7310	1098881	2015
HMS HOLDINGS CORP-15	7389	1196501	2015
SOTHEBYS-15	7389	823094	2015
Altisource Portfolio Solutions S.A.-15	7380	1462418	2015
EVERTEC, Inc.-15	7374	1559865	2015
CARMIKE CINEMAS INC-15	7830	799088	2015
MEDASSETS INC-15	7372	1254419	2015
UNITED ONLINE INC-15	7370	1142701	2015
China Elite Information Co., Ltd.-15	7389	1077561	2015
EPIQ SYSTEMS INC-15	7371	1027207	2015
NETSUITE INC-15	7372	1117106	2015
MGM Resorts International-15	7011	789570	2015
Sabre Corp-15	7370	1597033	2015
NEOMEDIA TECHNOLOGIES INC-15	7373	1022701	2015
BASTA HOLDINGS, CORP.-15	7359	1562201	2015
PDF SOLUTIONS INC-15	7371	1120914	2015
PEPTIDE TECHNOLOGIES, INC.-15	7389	1357878	2015
YODLEE INC-15	7372	1161315	2015
inContact, Inc.-15	7372	1087934	2015
RJD Green, Inc.-15	7374	1498210	2015
Crexendo, Inc.-15	7373	1075736	2015
Command Center, Inc.-15	7363	1140102	2015
WEIGHT WATCHERS INTERNATIONAL INC-15	7200	105319	2015
POWERSECURE INTERNATIONAL, INC.-15	7389	882154	2015
OnePower Systems Ltd.-15	7389	1561206	2015
NETWORK 1 TECHNOLOGIES INC-15	7372	1065078	2015
BRIGHTCOVE INC-15	7374	1313275	2015
HUBSPOT INC-15	7372	1404655	2015
Snap Interactive, Inc-15	7389	1355839	2015
PDI INC-15	7389	1054102	2015
Reis, Inc.-15	7389	1038222	2015
Everyday Health, Inc.-15	7389	1358483	2015
GrubHub Inc.-15	7389	1594109	2015
RCM TECHNOLOGIES INC-15	7363	700841	2015
CDI CORP-15	7363	18396	2015
CROSS COUNTRY HEALTHCARE INC-15	7363	1141103	2015
QUALYS, INC.-15	7372	1107843	2015
Support.com, Inc.-15	7374	1104855	2015
SPEEDWAY MOTORSPORTS INC-15	7948	934648	2015
RUBICON PROJECT, INC.-15	7370	1595974	2015
CINEMARK USA INC /TX-15	7830	885975	2015
Higher One Holdings, Inc.-15	7389	1486800	2015
StarTek, Inc.-15	7363	1031029	2015
PERFICIENT INC-15	7371	1085869	2015
SP Plus Corp-15	7510	1059262	2015
CASS INFORMATION SYSTEMS INC-15	7389	708781	2015
Mind Solutions Inc.-15	7389	1136711	2015
DEBT RESOLVE INC-15	7389	1106645	2015
AMC ENTERTAINMENT HOLDINGS, INC.-15	7830	1411579	2015
ROKWADER, INC.-15	7900	1322952	2015
YuMe Inc-15	7311	1415624	2015
National CineMedia, LLC-15	7310	1527190	2015
Station Casinos LLC-15	7011	1503579	2015
Planet Payment Inc-15	7389	1362925	2015
TUCOWS INC /PA/-15	7374	909494	2015
ZIX CORP-15	7374	855612	2015
Millennial Media Inc.-15	7311	1372375	2015
HEIDRICK & STRUGGLES INTERNATIONAL INC-15	7361	1066605	2015
Imprivata Inc-15	7372	1328015	2015
Liberty TripAdvisor Holdings, Inc.-15	7374	1606745	2015
AMC ENTERTAINMENT INC-15	7830	722077	2015
LAKES ENTERTAINMENT INC-15	7990	1071255	2015
TrueCar, Inc.-15	7370	1327318	2015
CBIZ, Inc.-15	7389	944148	2015
AEROCENTURY CORP-15	7359	1036848	2015
JOBLOCATIONMAP INC-15	7374	1555995	2015
Synacor, Inc.-15	7370	1408278	2015
Marketo, Inc.-15	7372	1490660	2015
LIVEPERSON INC-15	7372	1102993	2015
INNODATA INC-15	7374	903651	2015
ENERNOC INC-15	7370	1244937	2015
BROADVISION INC-15	7372	920448	2015
TechTarget Inc-15	7389	1293282	2015
Medical Information Technology, Inc.-15	7372	1011452	2015
ReachLocal Inc-15	7311	1297336	2015
VASCO DATA SECURITY INTERNATIONAL INC-15	7373	1044777	2015
Civeo Corp-15	7000	1590584	2015
Morgans Hotel Group Co.-15	7011	1342126	2015
OPOWER, INC.-15	7372	1412043	2015
PROCERA NETWORKS, INC.-15	7371	1165231	2015
COMPUTER PROGRAMS & SYSTEMS INC-15	7371	1169445	2015
MeetMe, Inc.-15	7310	1078099	2015
Neff Corp-15	7359	1617667	2015
DATALINK CORP-15	7373	1056923	2015
IntraLinks Holdings, Inc.-15	7372	1488075	2015
IPASS INC-15	7374	1053374	2015
Diligent Board Member Services, Inc.-15	7372	1433269	2015
IMAGEWARE SYSTEMS INC-15	7372	941685	2015
MTR GAMING GROUP INC-15	7011	834162	2015
SERVICESOURCE INTERNATIONAL, INC.-15	7389	1310114	2015
Rocket Fuel Inc.-15	7370	1477200	2015
DEMAND MEDIA INC.-15	7374	1365038	2015
BARRETT BUSINESS SERVICES INC-15	7363	902791	2015
Emdeon Inc.-15	7389	1444598	2015
PREMIERE GLOBAL SERVICES, INC.-15	7389	880804	2015
CAESARS ENTERTAINMENT Corp-15	7011	858339	2015
Golden Opportunities CORP-15	7389	1317839	2015
EBIX INC-15	7373	814549	2015
CENTURY CASINOS INC /CO/-15	7011	911147	2015
WIDEPOINT CORP-15	7373	1034760	2015
Iveda Solutions, Inc.-15	7372	1397183	2015
STAMPS.COM INC-15	7389	1082923	2015
STONEMOR PARTNERS LP-15	7200	1286131	2015
Caesars Acquisition Co-15	7011	1575879	2015
PureBase Corp-15	7380	1575858	2015
Eldorado Resorts, Inc.-15	7011	1590895	2015
CVENT INC-15	7372	1122897	2015
MENTOR GRAPHICS CORP-15	7373	701811	2015
SFX Entertainment, INC-15	7900	1553588	2015
SPARK NETWORKS INC-15	7389	1314475	2015
VIRTUAL PIGGY, INC.-15	7372	1437283	2015
TANGOE INC-15	7372	1182325	2015
Net Savings Link, Inc.-15	7389	1432176	2015
READING INTERNATIONAL INC-15	7830	716634	2015
Wizard World, Inc.-15	7900	1162896	2015
Smart Server, Inc-15	7371	1596961	2015
AEROHIVE NETWORKS, INC-15	7373	1372414	2015
Mass Hysteria Entertainment Company, Inc.-15	7812	1388488	2015
ONVIA INC-15	7389	1100917	2015
LOOKSMART LTD-15	7374	1077866	2015
ICON ECI Fund Sixteen-15	7359	1561679	2015
AUTODESK INC-15	7372	769397	2015
DecisionPoint Systems, Inc.-15	7370	1505611	2015
Marina District Finance Company, Inc.-15	7011	1517007	2015
ICON ECI FUND FIFTEEN, L.P.-15	7359	1502519	2015
Affinion Group, Inc.-15	7389	1361394	2015
GSE SYSTEMS INC-15	7372	944480	2015
Accelerize Inc.-15	7389	1352952	2015
COUPONS.com Inc-15	7310	1115128	2015
Affinion Group Holdings, Inc.-15	7389	1404624	2015
SPECTRAL CAPITAL Corp-15	7374	1131903	2015
Have Gun Will Travel Entertainment, Inc.-15	7812	1598924	2015
INFORMATION ANALYSIS INC-15	7372	803578	2015
RX Safes, Inc.-15	7380	1599385	2015
ZAP COM CORP-15	7310	1083243	2015
UNITED ARTISTS THEATRE CIRCUIT INC /MD/-15	7830	889570	2015
MobileSmith, Inc.-15	7372	1113513	2015
SAJAN INC-15	7389	1118037	2015
PFSWEB INC-15	7389	1095315	2015
CHINA RECYCLING ENERGY CORP-15	7389	721693	2015
ICON Equipment & Corporate Infrastructure Fund Fourteen, L.P.-15	7359	1446806	2015
INTERCLOUD SYSTEMS, INC.-15	7389	1128725	2015
RIGHTSIDE GROUP, LTD.-15	7389	1589094	2015
Qumu Corp-15	7372	892482	2015
EXA CORP-15	7372	890264	2015
ICON LEASING FUND TWELVE, LLC-15	7359	1377848	2015
SYMBID CORP.-15	7310	1532595	2015
Workday, Inc.-15	7374	1327811	2015
Leidos, Inc.-15	7373	353394	2015
3PEA INTERNATIONAL, INC.-15	7389	1496443	2015
ICON LEASING FUND ELEVEN, LLC-15	7359	1312910	2015
SCORES HOLDING CO INC-15	7900	831489	2015
DIRECT INSITE CORP-15	7373	879703	2015
FULL HOUSE RESORTS INC-15	7011	891482	2015
Adaptive Medias, Inc.-15	7310	1428397	2015
JAGGED PEAK, INC.-15	7372	1121793	2015
THEGLOBE COM INC-15	7310	1066684	2015
Sizmek Inc.-15	7310	1591877	2015
American Casino & Entertainment Properties LLC-15	7011	1297735	2015
Start Scientific, Inc.-15	7373	1368761	2015
PayMeOn, Inc.-15	7310	1448705	2015
Hortonworks, Inc.-15	7372	1610532	2015
Lightning Gaming, Inc.-15	7372	1392545	2015
CREDITRISKMONITOR COM INC-15	7320	315958	2015
STRATEGIC INTERNET INVESTMENTS INC-15	7372	53320	2015
Xenia Hotels & Resorts, Inc.-15	7011	1616000	2015
ASURE SOFTWARE INC-15	7373	884144	2015
MOVIE STUDIO, INC.-15	7812	1109067	2015
APX Group Holdings, Inc.-15	7380	1584423	2015
Nevada Property 1 LLC-15	7011	1485589	2015
LOCAL Corp-15	7389	1259550	2015
PAID INC-15	7389	1017655	2015
CANTERBURY PARK HOLDING CORP-15	7948	926761	2015
TABLE TRAC INC-15	7990	1090396	2015
AUXILIO INC-15	7389	1011432	2015
KLEVER MARKETING INC-15	7372	866439	2015
CIMARRON SOFTWARE INC-15	7373	1029125	2015
BOX INC-15	7372	1372612	2015
Intellicheck Mobilisa, Inc.-15	7372	1040896	2015
DOCUMENT SECURITY SYSTEMS INC-15	7373	771999	2015
MJ Holdings, Inc.-15	7389	1456857	2015
GLOBALINK, LTD.-15	7389	1361540	2015
Data Call Technologies-15	7389	1321828	2015
Net Medical Xpress Solutions, Inc.-15	7372	1101865	2015
Luxurious Travel Corp.-15	7372	1536394	2015
ATEL CAPITAL EQUIPMENT FUND X LLC-15	7359	1186258	2015
TRINET GROUP INC-15	7389	937098	2015
Comjoyful International Co-15	7200	13033	2015
POW! ENTERTAINMENT, INC.-15	7812	1505892	2015
ATEL CAPITAL EQUIPMENT FUND VIII LLC-15	7359	1069152	2015
SPINDLE, INC.-15	7389	1403802	2015
MOTIVATING THE MASSES INC-15	7200	1107796	2015
ATEL CAPITAL EQUIPMENT FUND IX LLC-15	7359	1125264	2015
Home Treasure Finders, Inc.-15	7389	1527102	2015
ATEL CAPITAL EQUIPMENT FUND VII LP-15	7359	1019542	2015
TransUnion-15	7320	1552033	2015
Net Element, Inc.-15	7374	1499961	2015
CANNASYS INC-15	7997	1417028	2015
NightCulture, Inc.-15	7900	1114208	2015
ATEL 12, LLC-15	7359	1394922	2015
ATEL Capital Equipment Fund XI, LLC-15	7359	1297667	2015
B. Riley Financial, Inc.-15	7389	1464790	2015
CTI GROUP HOLDINGS INC-15	7372	355627	2015
MEDL Mobile Holdings, Inc.-15	7371	1487941	2015
ATEL 14, LLC-15	7359	1463389	2015
Modsys International Ltd-15	7371	1029581	2015
INTELLINETICS, INC.-15	7372	1081745	2015
PACIFIC WEBWORKS INC-15	7372	1086303	2015
ATEL 15, LLC-15	7359	1519117	2015
MOBIVITY HOLDINGS CORP.-15	7372	1447380	2015
ALTERNET SYSTEMS INC-15	7372	1126003	2015
ASTEA INTERNATIONAL INC-15	7372	945989	2015
American Business Services, Inc.-15	7389	1532882	2015
Ournett Holdings, Inc.-15	7311	1590685	2015
FIRST RATE STAFFING Corp-15	7363	1522215	2015
Touchpoint Metrics, Inc.-15	7372	1535079	2015
QUOTEMEDIA INC-15	7389	1101433	2015
SOCIAL REALITY, Inc.-15	7311	1538217	2015
CHINA ENERGY TECHNOLOGY CORP., LTD.-15	7380	1554300	2015
WORLDS MALL INC-15	7374	1592592	2015
Eastside Distilling, Inc.-15	7310	1534708	2015
LEAF Equipment Finance Fund 4, L.P.-15	7350	1426850	2015
CHINA LONGYI GROUP INTERNATIONAL HOLDINGS LTD-15	7389	1010566	2015
MODERN HOLDINGS Inc-15	7372	941436	2015
Cornerworld Corp-15	7385	1338242	2015
COMMUNICATION INTELLIGENCE CORP-15	7372	727634	2015
ACQUIRED SALES CORP-15	7372	1391135	2015
Freeze Tag, Inc.-15	7372	1485074	2015
MOMENTOUS ENTERTAINMENT GROUP INC-15	7819	1602381	2015
NowNews Digital Media Technology Co. Ltd.-15	7310	1509477	2015
CICERO INC-15	7371	945384	2015
SilverSun Technologies, Inc.-15	7389	1236275	2015
SMTP, Inc.-15	7331	1506439	2015
Galaxy Gaming, Inc.-15	7900	13156	2015
CAROLCO PICTURES, INC.-15	7812	1484769	2015
BREEDIT CORP.-15	7372	1498067	2015
ID Global Solutions Corp-15	7372	1534154	2015
B Green Innovations, Inc.-15	7373	1307969	2015
Science Applications International Corp-15	7373	1571123	2015
Thinspace Technology, Inc.-15	7372	1393935	2015
EXP Realty International Corp-15	7389	1495932	2015
Halo Companies, Inc.-15	7320	814286	2015
TUBEMOGUL INC-15	7372	1449278	2015
ATEL 16, LLC-15	7359	1575048	2015
LONGBAU GROUP INC-15	7200	1602706	2015
FULLNET COMMUNICATIONS INC-15	7374	1092570	2015
BBOOTH, INC.-15	7200	1566610	2015
Guardian 8 Holdings-15	7381	1429592	2015
CHINA YIDA HOLDING, CO.-15	7310	1091325	2015
InsPro Technologies Corp-15	7372	1309442	2015
Bright Mountain Acquisition Corp-15	7371	1568385	2015
LEAF Equipment Leasing Income Fund III, L.P.-15	7350	1376074	2015
China Network Media, Inc.-15	7374	1440760	2015
SPLUNK INC-15	7372	1353283	2015
OMNICOMM SYSTEMS INC-15	7389	1034592	2015
Inovalon Holdings, Inc.-15	7374	1619954	2015
Quest Resource Holding Corp-15	7359	1442236	2015
Professional Diversity Network, Inc.-15	7370	1546296	2015
Soul & Vibe Interactive Inc.-15	7372	1515115	2015
ATEL Growth Capital Fund 8, LLC-15	7359	1537069	2015
CASTLE GROUP INC-15	7011	918543	2015
TELOS CORP-15	7373	320121	2015
hopTo Inc.-15	7372	1021435	2015
Genius Brands International, Inc.-15	7812	1355848	2015
Voltari Corp-15	7389	1568319	2015
KINGOLD JEWELRY, INC.-15	7389	1089531	2015
SEAFARER EXPLORATION CORP-15	7900	1106213	2015
DRONE AVIATION HOLDING CORP.-15	7389	1178727	2015
Upland Software, Inc.-15	7372	1505155	2015
usell.com, Inc.-15	7200	1271075	2015
RedStone Literary Agents, Inc.-15	7389	1515139	2015
INTERFACE SECURITY SYSTEMS HOLDINGS INC-15	7380	1164255	2015
MEDICAL TRANSCRIPTION BILLING, CORP-15	7372	1582982	2015
Stockbridge/SBE Investment Company, LLC-15	7011	1606965	2015
COVER ALL TECHNOLOGIES INC-15	7372	737300	2015
MULTIMEDIA PLATFORMS INC.-15	7372	1424328	2015
MMRGlobal, Inc.-15	7389	1285701	2015
OptimizeRx Corp-15	7389	1448431	2015
GlassesOff Inc.-15	7372	1487522	2015
Data Storage Corp-15	7374	1419951	2015
Mecklermedia Corp-15	7389	1083712	2015
INFINITE GROUP INC-15	7370	884650	2015
800 Commerce, Inc.-15	7370	1558465	2015
ChinAmerica Andy Movie Entertainment Media Co.-15	7380	1543605	2015
Aly Energy Services, Inc.-15	7359	946822	2015
VEEVA SYSTEMS INC-15	7372	1393052	2015
MassRoots, Inc.-15	7370	1589149	2015
SITESTAR CORP-15	7374	1096934	2015
ELRAY RESOURCES, INC.-15	7372	1402371	2015
Medefile International, Inc.-15	7372	842013	2015
VIKING INVESTMENTS GROUP, INC.-15	7900	1102432	2015
Massive Interactive, Inc.-15	7374	1481218	2015
OCULUS VISIONTECH INC.-15	7389	1107280	2015
Stream Flow Media, Inc.-15	7372	1593470	2015
Green Endeavors, Inc.-15	7200	1487997	2015
Rally Software Development Corp-15	7372	1313911	2015
XcelMobility Inc.-15	7372	1465509	2015
Ticket Corp.-15	7990	1570279	2015
MITCHAM INDUSTRIES INC-15	7359	926423	2015
SSTL, Inc.-15	7948	1534298	2015
RMG Networks Holding Corp-15	7389	1512074	2015
Labor Smart, Inc.-15	7363	1522469	2015
GRANDPARENTS.COM, INC.-15	7374	1020475	2015
QAD INC-15	7372	1036188	2015
Insynergy Products, Inc-15	7311	1539850	2015
Cybergy Holdings, Inc.-15	7372	1397951	2015
GAMING ENTERTAINMENT INTERNATIONAL, INC.-15	7011	1576575	2015
Franchise Holdings International, Inc.-15	7389	1096275	2015
3D Total Solutions Inc.-15	7370	1595326	2015
EFACTOR GROUP CORP.-15	7389	1158694	2015
Nexus Enterprise Solutions, Inc.-15	7389	1561781	2015
Ceelox Inc.-15	7372	1421766	2015
ALLIANCE BIOENERGY PLUS, INC.-15	7812	1549145	2015
AI DOCUMENT SERVICES, INC.-15	7389	1402536	2015
Hemcare Health Services Inc.-15	7200	1420368	2015
Eventure Interactive, Inc.-15	7370	1509351	2015
Staffing Group, Ltd.-15	7200	1561622	2015
Moms Online, Inc.-15	7374	1619174	2015
GO EZ Corp-15	7374	314197	2015
Pollex, Inc.-15	7389	1178377	2015
VIASPACE Inc.-15	7330	1270200	2015
BALLROOM DANCE FITNESS, INC.-15	7812	1493109	2015
UBIQUITY, INC.-15	7374	1538329	2015
INDIA ECOMMERCE CORP-15	7371	1510891	2015
INFORMATION SYSTEMS ASSOCIATES, INC.-15	7372	1396536	2015
COMMONWEALTH INCOME & GROWTH FUND V-15	7350	1253347	2015
DOLPHIN DIGITAL MEDIA INC-15	7200	1282224	2015
Tiger Media, Inc.-15	7310	1460329	2015
StrikeForce Technologies Inc.-15	7372	1285543	2015
SPAR GROUP INC-15	7389	1004989	2015
DALE JARRETT RACING ADVENTURE INC-15	7389	1094032	2015
BITCOIN SHOP INC.-15	7372	1436229	2015
Commonwealth Income & Growth Fund VI-15	7350	1351901	2015
SOUNDSTORM DIGITAL, INC.-15	7389	1572422	2015
Seratosa Inc.-15	7389	1335112	2015
FULLCIRCLE REGISTRY INC-15	7830	1127993	2015
Kiwibox.Com, Inc.-15	7372	838796	2015
COMMONWEALTH INCOME & GROWTH FUND IV-15	7350	1141615	2015
Integrated Inpatient Solutions, Inc.-15	7389	1174672	2015
Innovative Product Opportunities Inc.-15	7389	1494413	2015
Commonwealth Income & Growth Fund VII, LP-15	7350	1450335	2015
HIGH DESERT ASSETS, INC.-15	7389	1454510	2015
Rowl, Inc.-15	7374	1500904	2015
Golden Edge Entertainment, Inc.-15	7200	1575913	2015
IGEN NETWORKS CORP-15	7363	1393540	2015
NETWORK CN INC-15	7310	934796	2015
DEBT RESOLVE INC-15	7389	1106645	2015
VERTICAL COMPUTER SYSTEMS INC-15	7372	1099509	2015
DubLi, Inc.-15	7389	1097792	2015
ADVANCED CREDIT TECHNOLOGIES INC-15	7372	1437517	2015
WORDLOGIC CORP-15	7389	1139614	2015
NOVAMEX ENERGY INC.-15	7812	1365748	2015
SPRIZA, INC.-15	7389	1565248	2015
Cannabis Sativa, Inc.-15	7200	1360442	2015
AlphaPoint Technology, Inc.-15	7372	1473654	2015
DLD Group, Inc.-15	7389	1088949	2015
WORLDS INC-15	7372	1961	2015
Epoxy, Inc.-15	7200	1428816	2015
Logicquest Technology, Inc.-15	7389	768216	2015
ASIA PACIFIC BOILER Corp-15	7389	1527675	2015
Gopher Protocol Inc.-15	7372	1471781	2015
iGambit, Inc.-15	7389	1479681	2015
Eco-Shift Power Corp.-15	7200	885475	2015
